0.0301	-179.0	fração molar de etanol	He em J/mol
0.0503	-276.3
0.0749	-361.2
0.0999	-410.6
0.1249	-431.6
0.1471	-432.3		T=323.15K
0.1752	-420.2
0.2001	-402.2
0.2248	-380.4
0.2501	-354.4
0.2998	-301.0
0.3250	-274.8
0.3504	-248.4
0.4010	-199.6
0.4501	-157.7
0.5006	-121.4
0.5493	-93.1
0.6005	-71.8
0.6417	-60.3
0.6510	-59.0
0.6765	-55.1
0.6998	-53.0
0.7241	-52.9
0.7494	-52.5
0.7759	-52.6
0.7995	-54.8
0.8241	-55.6
0.8496	-56.7
0.8993	-52.6
0.9478	-37.5
